#NAME	SRR13061234	SRR13061235	SRR13061236	SRR13061237	SRR13061238	SRR13061239	SRR13061240	SRR13061241	SRR13061242	SRR24889334	SRR24889335	SRR24889336	SRR24889338	SRR24889339	SRR24889340	SRR24889341	SRR24889342	SRR24889343	SRR24889344	SRR24889345	SRR24889346	SRR24889347	SRR24889349	SRR24889350	SRR24889351
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_equi	0	0	0	5.42E-06	0	0	6.54E-05	0	1.02E-05	0	1.75E-05	0	9.90E-06	7.94E-06	5.99E-06	5.63E-06	4.54E-06	7.58E-06	0	4.35E-06	5.68E-05	1.47E-05	2.15E-06	9.98E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_guillouiae	0	0	0	5.42E-06	8.03E-06	0	6.18E-05	4.11E-06	3.40E-06	7.40E-07	5.00E-06	0	4.95E-06	7.94E-06	7.98E-06	1.25E-06	4.54E-06	5.69E-06	0	2.18E-06	0	1.64E-06	2.15E-06	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_haemolyticus	0	6.81E-06	1.12E-05	5.42E-06	1.61E-05	0	3.63E-05	6.17E-06	2.04E-05	7.40E-07	1.50E-05	0	0	1.59E-05	9.98E-06	1.88E-06	9.09E-06	5.69E-06	0	0	0	4.91E-06	1.29E-05	6.65E-06	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_indicus	0	6.81E-06	0	3.62E-06	0	0	4.72E-05	2.06E-06	0	0	5.00E-06	0	4.95E-06	7.94E-06	3.99E-06	4.38E-06	6.06E-06	1.90E-06	0	2.18E-06	0	6.54E-06	1.08E-05	3.33E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_johnsonii	0	0	5.59E-06	1.81E-06	8.03E-06	0	2.54E-05	2.06E-06	6.81E-06	1.48E-06	5.00E-06	0	4.95E-06	7.94E-06	5.99E-06	5.00E-06	0	5.69E-06	0	4.35E-06	5.68E-05	1.14E-05	1.94E-05	3.33E-06	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_junii	0	6.81E-06	0	5.42E-06	8.03E-06	5.00E-06	4.36E-05	0	2.38E-05	2.22E-06	2.00E-05	0	4.95E-06	3.97E-06	3.99E-06	3.75E-06	0	5.69E-06	2.85E-06	8.71E-06	0	6.54E-06	2.15E-06	6.65E-06	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_lactucae	0	0	5.59E-06	0	0	0	1.09E-05	0	0	7.40E-07	2.50E-06	0	0	3.97E-06	2.00E-06	6.25E-07	0	0	0	0	0	1.64E-06	4.30E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_larvae	0	1.36E-05	1.12E-05	5.42E-06	0	2.50E-05	6.18E-05	4.11E-06	3.40E-06	0	2.50E-06	0	0	7.94E-06	7.98E-06	1.25E-06	4.54E-06	1.90E-06	0	0	0	1.64E-06	8.61E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_lwoffii	0	6.81E-06	0	1.08E-05	0	0	4.36E-05	2.26E-05	1.70E-05	0	1.00E-05	0	0	2.38E-05	5.99E-06	1.88E-06	0	9.48E-06	5.71E-06	1.31E-05	0	3.27E-06	8.61E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_nosocomialis	0	0	5.59E-06	1.99E-05	8.03E-06	1.50E-05	5.09E-05	4.11E-06	0	2.96E-06	1.75E-05	6.01E-05	1.98E-05	1.59E-05	9.98E-06	5.00E-06	1.51E-06	3.79E-06	2.85E-06	8.71E-06	0	1.64E-05	8.61E-06	9.98E-06	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_oleivorans	0	0	0	3.62E-06	0	0	7.27E-06	0	0	2.22E-06	2.50E-06	0	4.95E-06	7.94E-06	0	0	0	1.90E-06	0	4.35E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_pittii	0	6.81E-06	5.59E-06	1.63E-05	1.61E-05	1.00E-05	3.27E-05	8.23E-06	0	0	2.00E-05	0	4.95E-06	7.94E-06	1.80E-05	3.75E-06	1.21E-05	1.71E-05	2.85E-06	4.35E-06	0	1.64E-05	3.23E-05	6.65E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_radioresistens	0	0	1.68E-05	7.23E-06	1.61E-05	5.00E-06	2.91E-05	1.44E-05	0	7.40E-07	0	0	4.95E-06	1.99E-05	3.99E-06	1.25E-06	3.03E-06	0	0	6.53E-06	0	8.18E-06	1.29E-05	1.33E-05	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_schindleri	0.000151378	6.81E-06	1.12E-05	9.04E-06	0	5.00E-06	3.63E-05	6.17E-06	6.81E-06	2.96E-06	5.00E-06	0	4.95E-06	7.94E-06	2.40E-05	4.38E-06	4.54E-06	3.79E-06	5.71E-06	2.18E-06	0	3.27E-06	6.46E-06	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_soli	0	6.81E-06	0	3.62E-06	8.03E-06	1.00E-05	3.63E-05	4.11E-06	3.40E-06	0	1.25E-05	0	0	0	0	1.88E-06	3.03E-06	7.58E-06	2.85E-06	6.53E-06	0	4.91E-06	4.30E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._ACNIH1	0	0	0	9.04E-06	0	0	5.81E-05	0	0	0	0	0	0	3.97E-06	3.99E-06	0	0	0	0	2.18E-06	0	4.91E-06	8.61E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._ACNIH2	0	0	3.35E-05	1.81E-06	0	5.00E-06	2.18E-05	1.03E-05	3.40E-06	0	0	0	1.48E-05	3.97E-06	3.99E-06	1.25E-06	4.54E-06	5.69E-06	0	2.18E-06	0	6.54E-06	4.30E-05	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._C16S1	0	0	0	1.81E-06	0	0	3.27E-05	0	6.81E-06	2.96E-06	0	0	0	1.59E-05	2.00E-05	6.25E-07	1.51E-06	0	0	0	0	1.64E-06	0	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._dk386	0	0	1.12E-05	1.81E-06	0	0	4.00E-05	0	0	1.48E-06	5.00E-06	0	9.90E-06	3.97E-06	7.98E-06	4.38E-06	4.54E-06	1.90E-06	0	2.18E-06	0	3.27E-06	0	6.65E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._DUT-2	0	0	5.59E-06	0	0	0	0	2.06E-06	0	0	0	0	0	0	0	0	0	0	0	2.18E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._FDAARGOS_493	0	0	5.59E-06	1.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._LoGeW2-3	0	0	5.59E-06	1.81E-06	0	0	3.63E-05	2.06E-06	0	1.48E-06	1.00E-05	0	4.95E-06	7.94E-06	2.00E-06	3.13E-06	3.03E-06	0	2.85E-06	2.18E-06	0	1.64E-06	4.30E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._NCu2D-2	0	0	5.59E-06	5.42E-06	0	0	4.36E-05	2.06E-06	0	1.48E-06	0	0	0	0	0	0	0	0	0	0	0	4.91E-06	2.15E-06	3.33E-06	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._SWBY1	0	0	5.59E-06	0	0	5.00E-06	1.82E-05	0	0	0	0	0	0	0	2.00E-06	1.25E-06	1.51E-06	0	0	0	0	1.64E-06	1.72E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._TGL-Y2	0	1.36E-05	1.12E-05	5.42E-06	0	0	6.91E-05	2.06E-06	0	0	7.50E-06	0	9.90E-06	1.19E-05	9.98E-06	1.88E-06	1.51E-06	3.79E-06	0	4.35E-06	0	3.27E-06	4.30E-06	3.33E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._TTH0-4	0	0	5.59E-06	1.08E-05	0	0	3.27E-05	4.11E-06	0	1.48E-06	2.50E-06	6.01E-05	0	7.94E-06	3.99E-06	1.44E-05	3.03E-06	0	0	0	0	0	2.15E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._WCHA45	0	1.36E-05	0	0	0	0	5.45E-05	4.11E-06	0	7.40E-07	5.00E-06	0	0	3.97E-06	2.00E-06	5.00E-06	9.09E-06	3.79E-06	0	0	0	1.64E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._WCHA55	0	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-06	3.13E-06	1.51E-06	0	2.85E-06	2.18E-06	0	3.27E-06	4.30E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._WCHAc010034	0	0	5.59E-06	0	0	5.00E-06	3.63E-06	4.11E-06	1.02E-05	2.22E-06	5.00E-06	0	4.95E-06	3.97E-06	2.00E-06	1.25E-06	0	1.90E-06	2.85E-06	0	0	0	4.30E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._WCHAc010052	0	0	0	3.62E-06	0	0	3.63E-06	2.06E-06	6.81E-06	7.40E-07	5.00E-06	0	0	3.97E-06	3.99E-06	6.25E-06	0	0	0	0	0	0	4.30E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_tandoii	0	0	1.12E-05	1.08E-05	0	0	5.45E-05	4.11E-06	0	7.40E-07	5.00E-06	0	0	0	0	4.38E-06	3.03E-06	5.69E-06	2.85E-06	2.18E-06	0	1.64E-06	6.46E-06	3.33E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_towneri	0	0	0	0	0	0	3.63E-06	0	0	0	0	0	0	0	2.00E-06	0	1.51E-06	0	0	0	0	4.91E-06	1.29E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_ursingii	0	0	0	3.62E-06	1.61E-05	0	1.82E-05	0	6.81E-06	0	0	0	0	1.59E-05	3.99E-06	6.25E-07	0	0	0	4.35E-06	0	0	2.15E-06	3.33E-06	1.02E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_venetianus	0	6.81E-06	5.59E-06	3.62E-06	1.61E-05	0	3.27E-05	0	0	0	2.50E-06	0	9.90E-06	3.97E-06	3.99E-06	1.25E-06	0	9.48E-06	0	4.35E-06	0	3.27E-06	0	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_wuhouensis	0	0	1.68E-05	9.04E-06	8.03E-06	0	1.82E-05	1.44E-05	3.40E-06	0	1.00E-05	0	9.90E-06	1.99E-05	3.99E-06	6.25E-07	3.03E-06	3.79E-06	5.71E-06	1.96E-05	0	3.27E-06	4.30E-06	9.98E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_bovis	0	6.81E-06	5.59E-06	7.23E-06	0	0	0.000919485	2.06E-06	1.02E-05	7.40E-07	7.50E-06	6.01E-05	4.95E-06	3.97E-05	3.99E-06	5.63E-06	6.06E-06	1.90E-06	2.85E-06	0	5.68E-05	6.54E-06	0	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_bovoculi	0	6.81E-06	0	1.45E-05	0	0	0.000323455	2.06E-05	0	0	1.00E-05	0	4.95E-06	1.59E-05	3.99E-06	3.13E-06	4.54E-06	0	0	1.74E-05	0	1.64E-06	6.46E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_catarrhalis	0.006055101	0.016202963	5.59E-06	5.79E-05	8.03E-06	0	0.000788649	1.85E-05	1.02E-05	1.48E-06	1.50E-05	0.00048048	0	2.38E-05	5.99E-06	1.31E-05	3.03E-06	1.33E-05	5.71E-06	4.35E-06	0.007378398	3.11E-05	6.46E-06	2.99E-05	1.79E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_cuniculi	0	2.04E-05	1.12E-05	9.04E-06	0	0	0.0007305	4.11E-06	3.40E-06	2.22E-06	1.25E-05	0.00012012	0	2.78E-05	2.00E-06	1.25E-06	4.54E-06	5.69E-06	0	2.18E-06	0	1.64E-06	2.15E-06	0	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_osloensis	0.000151378	2.04E-05	2.24E-05	9.04E-06	8.03E-06	2.50E-05	0.000483366	2.06E-06	1.36E-05	3.70E-06	0.000175088	0.0003003	1.98E-05	7.15E-05	1.40E-05	1.19E-05	6.06E-06	1.71E-05	4.28E-05	1.31E-05	5.68E-05	4.91E-06	3.66E-05	2.00E-05	2.30E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella_ovis	0	0	0	0	0	0	0.000170813	2.06E-06	0	0	0	0	0	0	0	1.25E-06	0	0	2.85E-06	0	0	0	4.30E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_arcticus	0	0	0	3.62E-06	0	0	8.72E-05	6.17E-06	6.81E-06	0	5.00E-06	6.01E-05	0	3.97E-06	2.00E-06	1.88E-06	4.54E-06	5.69E-06	0	0	0	1.64E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_cryohalolentis	0	6.81E-06	0	0	0	5.00E-06	2.91E-05	0	0	0	0	0	0	3.97E-06	0	6.25E-07	0	0	0	2.18E-06	0	1.64E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._AntiMn-1	0	0	5.59E-06	5.42E-06	0	0	8.36E-05	0	6.81E-06	1.48E-06	1.50E-05	0	9.90E-06	1.99E-05	1.40E-05	0	1.51E-06	1.90E-06	0	6.53E-06	0	9.81E-06	2.15E-06	9.98E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._DAB_AL43B	0	0	0	1.81E-06	8.03E-06	5.00E-06	0.00013447	0	0	1.48E-06	2.50E-06	0	1.98E-05	3.97E-06	2.00E-06	6.25E-07	0	1.90E-06	0	0	0	0	0	0	1.02E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._G	0	0	0	9.04E-06	0	0	4.00E-05	0	0	2.22E-06	2.50E-06	0	1.48E-05	1.19E-05	0	1.88E-06	0	0	2.85E-06	0	0	0	0	6.65E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._P11F6	0	6.81E-06	0	1.08E-05	0	0	0.000116299	8.23E-06	0	8.87E-06	1.00E-05	0.00012012	0	1.99E-05	3.99E-06	3.13E-06	6.06E-06	1.14E-05	0	8.71E-06	5.68E-05	8.18E-06	2.15E-06	3.33E-06	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._P11G3	0	0	1.12E-05	1.08E-05	0	0	8.72E-05	0	0	0	0	0.00012012	4.95E-06	0	2.00E-06	1.25E-06	3.03E-06	0	0	4.35E-06	0	0	8.61E-06	0	1.28E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._P11G5	0	6.81E-06	0	5.42E-06	0	0	1.82E-05	0	0	0	0	0	0	1.59E-05	0	6.25E-07	4.54E-06	3.79E-06	0	0	0	3.27E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._P2G3	0	0	0	0	0	0	1.45E-05	0	0	1.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._PRwf-1	0	0	0	1.81E-06	0	0	1.09E-05	0	0	0	0	0	0	0	0	1.88E-06	0	1.90E-06	0	0	0	3.27E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp._YP14	0	0	0	0	0	0	2.54E-05	0	0	0	0	0	0	0	0	1.25E-06	0	0	0	2.18E-06	0	1.64E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_urativorans	0	6.81E-06	5.59E-06	5.42E-06	0	0	0.000156276	6.17E-06	0	7.40E-07	0	0	0	3.97E-06	5.99E-06	1.88E-06	1.51E-06	5.69E-06	0	0	0	4.91E-06	0	0	1.02E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter_chroococcum	0	6.81E-06	5.59E-06	7.23E-06	0	5.00E-06	0	2.06E-06	0	0	0	0	4.95E-06	3.97E-06	0	1.88E-06	3.03E-06	1.90E-06	0	2.18E-06	5.68E-05	0	4.30E-06	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter_salinestris	0	0	0	0	0	0	7.27E-06	0	0	2.22E-06	0	0	0	7.94E-06	0	1.88E-06	1.51E-06	0	0	2.18E-06	0	0	2.15E-06	6.65E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter_vinelandii	0	0	1.68E-05	1.81E-06	0	0	0	4.11E-06	0	0	2.50E-06	0	0	0	2.00E-06	0	3.03E-06	1.90E-06	0	0	0	1.64E-06	2.15E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Oblitimonas;s__Oblitimonas_alkaliphila	0	0	0	7.23E-06	8.03E-06	0	0	0	6.81E-06	0	2.50E-06	0	4.95E-06	1.99E-05	2.00E-06	1.88E-06	1.51E-06	1.90E-06	2.85E-06	1.52E-05	0	1.64E-06	8.61E-06	3.33E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Permianibacter;s__Permianibacter_aggregans	0	0	0	1.81E-06	0	0	0	6.17E-06	0	0	1.25E-05	0	0	3.97E-06	2.00E-06	6.25E-07	3.03E-06	1.90E-06	0	0	0	0	2.15E-06	0	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Candidatus_Pseudomonas_adelgestsugas	0	1.36E-05	0	1.08E-05	0	0	0	0	0	1.48E-06	2.50E-06	6.01E-05	0	0	3.99E-06	2.50E-06	1.51E-06	1.90E-06	0	0	0	1.64E-06	6.46E-06	0	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa	0.000151378	4.09E-05	3.35E-05	5.06E-05	6.42E-05	2.50E-05	1.82E-05	7.20E-05	6.81E-06	1.33E-05	3.50E-05	0.00042042	3.96E-05	3.57E-05	1.60E-05	6.63E-05	1.21E-05	1.90E-05	0.011985602	2.39E-05	5.68E-05	2.94E-05	4.09E-05	4.32E-05	1.54E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_agarici	0	0	0	3.62E-06	0	0	3.63E-06	2.06E-06	1.02E-05	3.70E-06	5.00E-06	0	4.95E-06	3.97E-06	0	0	0	1.90E-06	0	2.18E-06	0	0	0	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_alcaligenes	0	0	5.59E-06	7.23E-06	0	0	0	0	6.81E-06	2.22E-06	0	0	0	0	2.00E-06	1.25E-06	0	0	0	0	0	1.64E-06	8.61E-06	3.33E-06	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_alcaliphila	0	0	1.12E-05	1.81E-06	8.03E-06	0	3.63E-06	4.11E-06	3.40E-06	2.96E-06	0	0	4.95E-06	0	0	0	3.03E-06	0	2.85E-06	2.18E-06	0	0	2.80E-05	3.33E-06	2.56E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_alkylphenolica	0	0	0	0	0	0	7.27E-06	0	3.40E-06	0	2.50E-06	0	4.95E-06	3.97E-06	0	3.75E-06	1.51E-06	1.90E-06	8.56E-06	0	0	0	2.15E-06	0	5.12E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_amygdali	0	0	0	3.62E-06	0	0	0	0	0	2.96E-06	0	0	0	0	0	6.25E-07	1.51E-06	1.90E-06	0	4.35E-06	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_antarctica	0	0	0	5.42E-06	0	0	0	4.11E-06	3.40E-06	7.40E-07	2.50E-06	0	4.95E-06	3.97E-06	3.99E-06	1.88E-06	1.51E-06	1.90E-06	0	0	5.68E-05	1.64E-06	0	0	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_arsenicoxydans	0	0	0	1.81E-06	0	0	1.45E-05	2.06E-06	0	1.48E-06	2.50E-06	0	0	0	0	6.25E-07	1.51E-06	0	2.85E-06	2.18E-06	0	3.27E-06	2.15E-06	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_asplenii	0	0	0	1.81E-06	0	0	0	2.06E-06	0	0	0	0	0	0	0	6.25E-07	0	0	0	2.18E-06	0	3.27E-06	4.30E-06	3.33E-06	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_azotoformans	0	0	1.68E-05	1.81E-06	0	5.00E-06	1.09E-05	2.06E-06	0	3.70E-06	1.00E-05	0	9.90E-06	7.94E-06	0	1.25E-06	4.54E-06	0	8.56E-06	2.18E-06	0	6.54E-06	4.30E-06	3.33E-06	7.68E-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_balearica	0	0	5.59E-06	0	8.03E-06	0	7.27E-06	2.06E-06	1.02E-05	0	7.50E-06	0	0	3.97E-06	7.98E-06	1.06E-05	1.51E-06	7.58E-06	2.85E-06	0	0	4.91E-06	2.15E-06	3.33E-06	0
